0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
214.0453,214.4483,215.0933,221.3633,225.5509,215.0942,212.9218,220.0823,73.3001,-38.0645,72.3008,63.1305,5.2500,209.2200,210.7400,208.3300,210.2400,28807564
213.6434,213.5650,214.6690,218.9836,228.3893,214.0742,212.5131,219.5557,71.7882,-37.9121,68.6768,66.4200,5.3000,210.1550,210.5600,208.2600,209.7500,20748010
213.0848,212.5367,213.9538,217.5828,228.7940,212.4725,212.1057,219.4430,71.7579,-32.4042,65.4654,70.3194,6.1700,207.7000,210.9520,207.7000,208.8700,25890880
212.1347,211.2150,212.7410,216.5840,227.1846,210.7883,211.5640,219.5092,74.5595,-3.2801,62.9577,70.5008,7.9300,207.3600,209.1000,206.6700,207.5300,24611202
209.9565,209.7650,210.5081,216.2674,224.4265,209.4667,210.5362,219.9912,89.2098,-6.8901,61.2195,68.3133,8.7000,207.2800,209.7800,207.2000,208.8800,23492626
208.6111,208.7533,209.2033,216.1656,221.8349,208.6625,207.8694,220.7733,83.9185,-11.0697,60.9849,66.6428,6.0700,206.0500,207.8100,204.5200,207.2500,22525487
207.9596,208.2317,208.6295,216.2099,218.9971,208.1942,206.2263,221.5890,77.1746,-18.6878,60.7033,64.6900,3.1300,209.3200,209.5000,206.7600,207.1100,25587387
207.2434,208.1183,208.1633,216.1192,217.3152,207.9675,205.5158,222.5381,75.8308,-32.3694,61.0642,63.2648,0.6800,208.0000,209.2500,207.0700,209.0700,25425387
206.5928,207.9717,207.9067,215.4328,216.0665,207.8750,205.4533,223.3288,73.4957,-42.7757,60.8236,61.8907,0.8800,207.0300,208.7400,205.4803,207.9900,33447396
206.2179,207.9483,208.0262,212.3958,215.7125,207.9408,205.3897,223.7811,69.7922,-9.5440,56.7835,59.0015,0.1400,200.5800,208.3800,200.3500,207.3900,62404012
205.1530,206.7183,207.4086,210.6807,215.6996,207.4108,205.3770,223.8662,79.0678,-18.4578,52.4006,56.6927,7.3800,199.1300,201.7600,197.3100,201.5000,67935716
204.3142,203.8917,206.4490,210.2054,216.0038,205.3900,204.4482,224.1721,75.8366,-11.8552,49.3719,55.0376,16.9600,190.3000,192.1400,189.3400,190.2900,39373038
203.1959,201.0250,204.7105,209.6714,216.2986,201.8508,203.2100,224.8975,75.5666,-0.8920,48.8480,54.9561,17.2000,191.9000,192.2000,189.0700,189.9100,21029535
200.8463,198.0100,201.5505,209.3413,215.9477,197.4117,201.4748,225.5478,86.8924,-3.8129,48.4494,54.6365,18.0900,194.9900,195.1900,190.1000,190.9800,24023972
197.9888,195.7133,198.0429,209.6910,212.2577,193.9300,197.1359,226.0946,85.9237,-5.1269,47.9711,52.3773,13.7800,194.6100,195.9600,193.6100,194.2100,19075964
194.2283,193.6183,194.1081,208.9505,210.1178,192.3325,194.5988,225.8240,85.4250,-2.0489,49.4278,50.9142,12.5700,193.0602,194.8500,192.4300,194.8200,16826483
191.3196,192.2017,191.4514,208.7920,209.5936,192.3600,192.1248,224.7839,79.4767,-82.2932,49.7181,49.5450,8.5000,192.4500,193.6601,192.0500,193.0000,18697898
191.7315,192.4217,192.0605,208.3464,208.9970,193.0475,190.8674,223.1055,41.8157,-87.8084,52.0552,50.4516,-1.3200,190.6800,191.9600,189.5600,191.6100,15989365
192.4601,192.6767,192.8510,205.7074,208.7178,193.1267,190.8822,221.2403,38.6347,-77.8125,48.7538,48.6016,-1.5300,191.7800,192.4300,190.1700,191.4400,20706042
193.0521,192.8267,193.3786,201.9368,209.5425,192.7033,190.9131,219.5448,44.3204,-27.3437,43.9098,45.9405,-0.9000,189.6900,192.5500,189.6900,191.8800,20286752
192.5890,192.1917,192.8019,195.9951,209.0671,192.0108,190.9119,218.2035,70.3726,-0.5671,38.2981,43.8629,3.8100,191.7800,191.8000,189.9300,190.4000,16393381
191.6966,191.6300,191.8905,190.8845,209.6354,191.5358,190.0617,217.2235,77.5465,-14.8001,31.6896,40.7038,3.3700,189.7500,191.8700,189.2000,191.4500,15534523
191.1752,191.2817,191.3995,191.5341,210.2000,191.2617,189.2383,216.5813,69.9233,-30.1449,26.7522,39.4037,2.0900,191.5200,192.6500,190.4150,190.9100,15043110
191.0013,191.2350,191.2924,192.9123,208.0129,191.1583,188.8305,216.0874,61.6329,-35.0725,28.3755,38.5646,0.2800,191.0800,191.8400,190.9000,191.3300,12519792
190.8259,191.1667,191.2143,194.2773,204.2515,191.1208,188.7991,215.6125,60.5239,-22.3188,30.3234,37.1166,0.4100,189.5300,191.4100,189.3100,191.0300,18041131
190.4042,190.5000,190.8200,193.8411,197.0544,190.8300,188.7586,214.9942,64.5481,-44.6429,35.0464,36.6723,4.0000,188.5000,189.7799,187.6100,187.8800,18831470
190.4059,190.4917,190.8462,192.5571,190.1655,190.5383,188.1220,214.1586,56.4274,-23.8095,30.0897,30.8896,0.0500,190.7100,191.2800,190.1801,190.3500,15939149
189.9883,190.3467,190.5310,191.8586,190.7654,190.1317,188.1114,213.0888,65.2660,-34.5238,26.0012,26.3767,0.8700,189.5000,190.6800,189.3000,190.5800,19756634
189.6196,189.8567,190.2300,191.7841,192.4858,189.7675,188.0464,211.8854,62.7665,-7.6807,23.6739,26.0247,2.9400,185.4200,188.4340,185.2000,187.9700,17485245
188.9354,188.8683,189.5267,191.7463,194.4531,189.2433,187.8432,210.7886,65.8373,-5.3296,26.4944,28.4089,5.9300,185.2600,186.4100,184.2800,185.4000,16604248
188.0976,187.6833,188.5705,191.2712,194.1141,188.2458,187.2559,210.1135,64.8126,-43.9276,26.4715,30.7590,7.1100,187.7900,187.9500,183.5400,183.9200,13954806
188.1847,187.5667,188.4810,191.6214,192.5478,187.2200,186.5078,209.5584,52.2913,-11.8321,26.4441,28.2669,0.7000,183.8200,187.3000,183.4200,187.1800,17731343
187.3185,186.6933,187.4362,191.2723,191.6684,186.1625,186.4945,208.8671,68.1340,-1.2870,28.6582,27.3297,5.2400,186.2900,187.1900,182.9100,185.1100,22737666
186.0140,185.8467,186.0838,191.0485,191.6172,185.6492,186.0463,207.9543,69.7744,-8.3997,31.3151,27.4945,5.0800,184.1000,186.2100,183.8000,185.5000,17365235
185.2315,185.2117,185.2957,190.2518,191.6503,185.4392,185.5587,206.6725,60.8642,-50.5952,29.7027,28.0986,3.8100,185.2278,187.2800,184.0300,184.1600,25285328
185.1641,185.0500,185.1957,189.1027,191.0833,185.2383,185.3676,204.8766,48.3770,-74.4917,29.3525,27.9120,0.9700,182.9900,186.5300,182.5400,184.4300,24569201
185.6618,184.7583,185.4352,189.6788,191.7068,184.7842,185.3670,202.6624,39.0432,-1.8265,29.7733,28.1087,1.7500,183.4000,184.9200,180.7300,182.1700,31663096
185.0545,184.3817,184.6357,188.5441,191.4605,184.2617,185.4124,199.9820,58.4382,-33.1298,33.7771,31.2177,2.2600,186.1200,186.1500,184.7000,184.9200,27200447
185.0323,184.4400,184.4443,186.4252,191.4569,184.0767,185.3273,197.1046,43.6178,-37.4016,28.4438,29.8794,-0.3500,187.2500,188.3500,184.9400,185.4600,25711898
184.8453,184.6067,184.1890,185.0249,190.7110,184.3092,185.3291,194.6340,46.2046,-54.9869,22.8247,26.2637,-1.0000,186.3500,187.2000,185.7300,186.5000,20628701
185.1194,184.8617,184.3895,184.8074,189.4342,184.8833,185.3258,193.0249,35.2013,-51.4436,19.9497,24.6511,-1.5300,185.1400,186.3300,183.4500,185.6900,33578455
185.3951,185.5800,184.7181,185.6600,190.6320,185.6675,185.3670,192.6261,36.4533,-83.0389,22.8035,26.2884,-4.3100,187.8800,189.2200,187.2000,188.7400,18484865
186.6852,186.6917,186.0100,184.4448,189.6102,186.5608,185.4686,193.0005,15.4870,-78.0924,26.2280,30.0026,-6.6700,190.0300,190.1600,188.2600,188.8400,61719160
187.3912,187.6717,186.7962,184.1565,187.1034,187.5192,186.8917,193.1321,23.2733,-75.2463,30.2323,29.3380,-5.8800,191.5500,191.5700,190.2200,190.8000,21610074
188.1637,188.5450,187.6776,183.4320,185.3564,188.5767,187.6891,192.8910,25.3596,-67.6564,34.6530,28.7388,-5.2400,192.4200,192.8800,190.4400,190.7000,21638393
188.8292,189.5083,188.5371,183.4149,185.1215,189.6475,188.4787,192.3807,29.6214,-76.2460,36.6014,28.2756,-5.7800,191.3850,192.6110,191.1500,192.2800,16911141
190.0849,190.4317,189.8919,183.2846,186.4547,190.5592,189.2216,191.9457,21.0052,-72.8873,39.4098,31.1066,-5.5400,191.3500,191.9700,190.2100,191.2300,18308460
190.6229,190.9250,190.5162,185.0206,184.9493,191.1283,190.3375,191.6928,34.1079,-87.4459,40.5007,33.3644,-2.9600,191.1700,192.0000,189.7700,191.7000,26656799
191.3360,191.6950,191.3319,185.7668,184.5967,191.6325,190.6479,191.4857,34.6993,-76.7494,36.4650,33.3487,-4.6200,194.1400,194.2000,192.3350,193.4600,21347180
191.5504,192.2250,191.7390,186.6621,183.5109,192.0792,191.1509,191.2066,48.4087,-79.0068,37.0860,35.8695,-3.1800,193.6300,194.0800,191.9200,193.9800,20933619
191.8906,192.6600,192.2990,187.3924,183.2342,192.6242,191.2235,190.8400,47.5273,-43.3409,38.3146,37.4580,-2.6100,193.0650,193.9400,192.3600,193.3100,21565963
191.7348,192.5850,192.3862,189.3290,182.6256,192.9500,191.2850,190.3951,61.3218,-67.0429,35.3536,37.3817,0.4500,191.6350,193.4200,191.3500,191.8300,26266174
191.9367,192.4200,192.7262,190.1026,184.5437,192.8658,191.2728,189.7517,53.9141,-38.7597,28.1398,34.3203,0.9900,187.9912,190.2600,187.7500,190.2400,23442510
192.0314,191.6150,192.7019,191.3208,185.1395,192.0158,191.2738,189.0107,58.0621,-9.1811,23.7837,30.1244,4.8300,187.2200,188.2300,186.1400,186.8700,27482793
191.4600,190.6217,191.8910,191.7436,185.9066,190.6708,191.2044,188.1777,76.4062,-1.2594,20.7140,28.9000,5.9600,187.7200,188.0000,186.7800,187.5000,18690547
190.4520,189.6083,190.6419,192.5011,186.3995,189.2667,190.4566,187.3461,82.8511,-8.0769,23.0785,30.6965,6.0800,187.6000,188.7500,186.8700,187.9000,22514075
189.3088,188.8200,189.3590,192.4338,188.6200,188.3167,189.1896,186.5156,81.1432,-21.8407,26.8039,31.0788,4.7300,188.2300,189.6500,187.6500,188.5800,17460963
188.3004,188.2067,188.3238,193.1173,189.3455,187.9575,188.3374,185.5422,76.9105,-0.4854,30.1723,29.1561,3.6800,188.7700,188.8400,186.2100,188.1500,23233975
187.5245,187.8933,187.6533,193.7789,190.7659,187.9975,187.7601,184.7974,71.1034,-71.4653,35.8939,29.8388,1.8800,186.3500,188.5000,185.7600,188.3600,20058415
187.7863,187.9417,187.9595,193.3350,191.1750,188.1142,187.5767,184.4293,48.0075,-55.2699,42.7598,31.7369,-0.2900,188.3750,188.8800,186.7800,187.1600,15240704
187.9009,187.9633,188.0919,192.0691,192.1226,188.0450,187.5859,184.2742,54.8353,-44.9871,40.7537,31.9161,-0.1300,188.0000,189.2700,186.9106,187.6300,18400787
187.9012,187.6983,188.0343,190.4295,191.9924,187.7508,187.5866,184.1336,59.2974,-27.5064,38.5542,32.6791,1.5900,187.1900,187.8102,186.1300,186.3100,18297728
187.6297,187.4333,187.7067,188.8609,192.9808,187.4042,187.5586,183.9785,67.0238,-31.9088,33.7273,31.9498,1.5900,188.0000,188.9100,186.3600,186.9900,17294029
187.4216,187.4383,187.5033,187.5334,194.1547,187.2217,187.4671,184.1590,64.5927,-25.9259,28.5052,32.1995,-0.0300,186.0700,188.4600,186.0000,188.1800,19183064
187.0463,187.1183,187.1486,188.0605,193.9887,187.0933,187.4639,184.5939,66.5907,-50.5995,27.3078,35.0338,1.9200,186.7800,187.0700,185.1000,186.4400,23695159
187.0008,187.2833,187.1838,188.3993,192.7262,187.2325,187.4093,185.3562,60.8195,-42.8894,32.5552,36.6545,-0.9900,189.0100,189.5300,187.8600,188.1500,20778772
186.7491,187.4433,187.1305,188.5993,190.8532,187.4200,187.4149,186.3349,64.4534,-75.6048,35.7232,37.1387,-0.9600,189.4900,190.0600,187.4500,188.5900,26212221
186.9247,188.0650,187.6319,188.3356,188.8938,187.8617,187.4102,187.4610,58.6745,-64.1366,39.0935,36.4104,-3.7300,187.7400,190.3700,187.6500,190.0400,27989289
186.8986,188.1267,187.9567,188.2017,187.0278,188.2267,187.5914,188.4717,63.0767,-41.5560,39.4772,33.9912,-0.3700,186.5500,187.4000,185.2200,187.3600,23211241
186.3861,187.7717,187.8400,187.7630,187.6181,188.2833,187.5962,189.5029,70.8263,-58.6130,41.8694,34.5886,2.1300,184.9900,186.2200,183.6650,186.0500,28402777
186.3645,187.5583,188.1595,187.9587,188.0041,187.8992,187.5714,190.4954,65.6900,-33.1096,45.5638,39.0595,1.2800,185.1800,187.6700,184.7500,185.1600,42451423
185.6503,186.8383,187.7848,187.8385,188.2458,186.9208,187.5994,191.3814,76.7574,-14.5902,45.9100,40.8166,4.3200,178.2500,184.2500,178.1700,183.8300,56201317
184.4745,184.8883,186.7271,188.6255,187.8484,185.2450,187.5031,191.9752,79.6342,-2.0717,45.8081,42.4508,11.7000,175.8800,177.5000,174.4411,176.8900,34068180
182.2483,182.6433,184.6138,189.2537,187.5939,183.0650,187.0390,192.4057,88.7713,-2.2350,47.8427,43.6600,13.4700,175.2250,177.7500,173.8000,176.5700,66539371
180.2036,179.6000,182.3967,189.1706,186.8488,180.0642,184.6381,192.5949,86.3610,-7.2321,49.5478,45.7086,18.2600,166.4102,169.2000,165.2700,169.1000,53569376
177.8650,176.1350,179.5638,190.2412,186.9200,176.3883,182.4606,192.6163,85.0541,-9.7174,52.1560,48.8599,20.7900,162.1302,167.2600,161.8400,165.2600,42427424
174.9470,172.3283,175.8976,190.3635,186.5158,172.2883,179.5891,192.4011,84.1969,-1.7782,57.0042,51.4571,22.8400,164.0000,164.3300,160.6300,162.3200,35655839
171.3938,169.0600,171.6776,189.8971,187.3851,168.4975,175.1324,191.9991,82.9812,-5.0234,55.4409,50.6245,19.6100,164.1200,165.7300,163.3700,164.2200,27963014
169.1953,166.8533,168.8100,187.6137,188.1713,165.8000,170.9699,191.2761,74.4272,-6.8925,53.5648,50.7038,13.2400,162.6200,165.4200,162.4100,163.6500,28382084
166.2454,164.5817,165.3848,185.6705,188.0847,164.1233,168.6283,190.3127,73.9236,-1.1669,50.8280,50.1879,13.6300,165.6700,166.3300,161.2201,162.9400,33692017
165.1036,163.9383,163.9100,183.1802,189.8133,163.7192,165.4371,189.3797,57.7300,-30.1659,49.0042,50.5801,3.8600,166.8348,166.9200,164.0900,165.2400,36515477
165.0411,164.0150,163.5543,179.4702,190.6009,163.8942,165.1843,188.6895,42.4094,-84.0391,47.4542,52.2292,-0.4600,170.5950,171.2184,165.4300,165.7200,65491140
166.1295,165.7617,164.5376,174.1731,190.9388,165.0250,165.1836,188.3477,25.0856,-78.8291,43.5549,49.4979,-10.4800,174.9500,175.3900,172.6600,172.8000,34808800
166.8933,168.0317,165.6267,170.8879,189.0149,167.1542,166.4156,188.3381,29.9351,-86.1937,40.2379,46.9014,-13.6200,177.8100,178.8200,176.8800,177.8400,20754538
168.1906,170.4633,167.5733,165.6652,187.7337,170.2417,167.4799,188.5306,26.3769,-90.2920,40.3447,45.5864,-14.5900,176.4900,178.9365,176.4100,178.2400,26605442
170.2909,172.6100,170.3362,163.1494,185.9168,173.4083,169.7885,188.6310,22.2799,-92.2541,40.4730,44.7386,-12.8800,175.0301,176.1900,174.8301,175.8200,21578420
172.3112,174.1917,172.8938,162.2426,182.5095,175.4942,172.0982,188.6846,26.2186,-97.8529,46.6019,47.0281,-9.4900,174.7800,175.8400,173.8500,174.7300,25124255
174.9477,175.5950,175.7152,163.3001,176.6842,176.1883,173.4892,188.7465,27.0502,-97.7695,49.9173,46.7361,-8.4200,173.4100,175.0000,173.0400,174.1400,22889285
175.8068,175.5350,176.4967,163.6959,173.3167,175.5575,174.7182,188.8971,44.3362,-15.1524,46.0646,43.1513,0.3600,172.2300,173.9232,171.7000,172.4400,22431640
174.9936,174.7700,175.6195,165.0116,166.7926,174.5517,174.7318,189.1231,71.4048,-9.4039,43.3315,41.8381,4.5900,173.0000,174.0000,171.5300,173.2500,28614241
173.6950,173.4050,174.2381,167.9405,163.3539,173.4642,173.9031,189.4219,74.4094,-5.8314,39.1007,39.7868,8.1900,169.8800,173.0900,169.8450,170.0500,29017718
172.8450,172.1650,173.1938,171.0411,161.6847,172.3800,171.8457,189.6488,67.5187,-14.5288,34.0237,40.3128,7.4400,170.9700,172.4800,168.2000,168.3800,35005290
172.0910,171.8433,172.3690,175.8060,162.4880,171.5400,170.0394,189.7345,63.8668,-12.6471,29.6126,39.7650,1.9300,172.5800,174.2304,172.0800,172.8000,26933197
171.2715,171.4217,171.5924,177.8675,162.1911,170.9533,169.9189,189.4459,61.9364,-18.9252,25.2104,35.6375,2.5300,164.8800,172.0100,164.7700,171.6100,34605489
170.8040,170.7467,171.1086,177.0652,162.9232,170.7083,169.7746,188.7139,56.3352,-10.3632,28.0418,35.6867,4.0500,167.6400,168.7455,164.8800,168.3900,30278046
169.8257,169.6517,170.0805,175.2967,165.8454,170.2917,169.6222,187.4743,59.8310,-42.8302,23.6052,31.3529,6.5700,167.8800,168.9400,164.4700,166.6800,37586791
169.7359,169.2733,169.8586,174.2374,169.1881,169.5933,169.2047,185.4788,49.5177,-59.9402,18.2812,26.1525,2.2700,167.8050,171.7500,166.9000,167.7800,38398505
